"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","jfz1r03h11",,,,"User:","stack"
"Cmdline:","dstat -tcmndrylpg --tcp --output /opt/stack/logs/dstat-csv.log",,,,"Date:","02 Jan 2019 11:45:36 PST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
02-01 11:47:05,1.333,0.583,97.972,0.0,0.0,0.111,5691613184.0,320696320.0,7840555008.0,2.56584691712e+11,60.0,0.0,0.0,45056.0,0.0,6.0,2185.0,6142.0,0.840,0.480,0.380,2.0,0.0,120.0,0.0,0.0,14.0,224.0,0.0,283.0,0.0
02-01 11:47:06,1.624,0.652,97.654,0.0,0.0,0.069,5682614272.0,320696320.0,7840587776.0,2.56593657856e+11,420.0,0.0,0.0,159744.0,0.0,29.0,1477.0,6626.0,0.840,0.480,0.380,2.0,0.0,27.0,0.0,0.0,14.0,224.0,0.0,291.0,0.0
02-01 11:47:07,1.239,0.460,98.259,0.0,0.0,0.042,5736116224.0,320696320.0,7840612352.0,2.56540131328e+11,60.0,0.0,0.0,69632.0,0.0,6.0,1443.0,5019.0,0.840,0.480,0.380,2.0,0.0,37.0,0.0,0.0,14.0,226.0,0.0,292.0,0.0
02-01 11:47:08,1.280,0.557,98.135,0.0,0.0,0.028,5724573696.0,320696320.0,7849046016.0,2.56543240192e+11,240.0,0.0,0.0,122880.0,0.0,16.0,1717.0,5260.0,0.930,0.510,0.390,2.0,0.0,62.0,0.0,0.0,14.0,224.0,0.0,293.0,0.0
02-01 11:47:09,1.515,0.709,97.777,0.0,0.0,0.0,5684572160.0,320696320.0,7849086976.0,2.56583200768e+11,60.0,0.0,0.0,57344.0,0.0,6.0,1938.0,7048.0,0.930,0.510,0.390,2.0,0.0,105.0,0.0,0.0,14.0,224.0,0.0,300.0,0.0
02-01 11:47:10,1.390,0.514,98.068,0.0,0.0,0.028,5738213376.0,320696320.0,7849103360.0,2.56529543168e+11,120.0,0.0,0.0,94208.0,0.0,12.0,1369.0,4669.0,0.930,0.510,0.390,2.0,0.0,20.0,0.0,0.0,14.0,227.0,0.0,298.0,0.0
02-01 11:47:11,1.473,0.667,97.804,0.014,0.0,0.042,5709565952.0,320696320.0,7849152512.0,2.5655814144e+11,180.0,0.0,0.0,106496.0,0.0,9.0,1698.0,6422.0,0.930,0.510,0.390,2.0,0.0,60.0,0.0,0.0,14.0,224.0,0.0,304.0,0.0
02-01 11:47:12,1.431,0.570,97.986,0.0,0.0,0.014,5689196544.0,320696320.0,7849189376.0,2.56578473984e+11,120.0,0.0,0.0,155648.0,0.0,19.0,1601.0,5596.0,0.930,0.510,0.390,2.0,0.0,60.0,0.0,0.0,14.0,224.0,0.0,308.0,0.0
02-01 11:47:13,1.486,0.486,98.028,0.0,0.0,0.0,5735194624.0,320696320.0,7849197568.0,2.56532467712e+11,130.0,0.0,0.0,438272.0,0.0,17.0,1110.0,4351.0,0.940,0.510,0.400,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,306.0,0.0
02-01 11:47:14,1.460,0.765,97.761,0.0,0.0,0.014,5705474048.0,320696320.0,7849254912.0,2.56562130944e+11,240.0,0.0,0.0,0.0,0.0,0.0,2168.0,6858.0,0.940,0.510,0.400,2.0,0.0,123.0,0.0,0.0,14.0,224.0,0.0,311.0,0.0
02-01 11:47:15,1.432,0.473,98.095,0.0,0.0,0.0,5739167744.0,320696320.0,7849267200.0,2.5652842496e+11,60.0,0.0,0.0,0.0,0.0,0.0,1278.0,5250.0,0.940,0.510,0.400,2.0,0.0,2.0,0.0,0.0,14.0,224.0,0.0,316.0,0.0
02-01 11:47:16,1.570,0.584,97.804,0.0,0.0,0.042,5740752896.0,320696320.0,7849304064.0,2.56526802944e+11,60.0,0.0,0.0,937984.0,0.0,3.0,1578.0,5395.0,0.940,0.510,0.400,2.0,0.0,60.0,0.0,0.0,14.0,225.0,0.0,312.0,0.0
02-01 11:47:17,1.485,0.625,97.863,0.0,0.0,0.028,5709832192.0,320696320.0,7849349120.0,2.56557678592e+11,120.0,0.0,0.0,61440.0,0.0,5.0,1705.0,5572.0,0.940,0.510,0.400,2.0,0.0,62.0,0.0,0.0,14.0,224.0,0.0,315.0,0.0
02-01 11:47:18,1.515,0.431,98.027,0.0,0.0,0.028,5685268480.0,320696320.0,7849381888.0,2.56582209536e+11,120.0,0.0,0.0,0.0,0.0,0.0,1395.0,5639.0,0.940,0.520,0.400,2.0,0.0,44.0,0.0,0.0,14.0,224.0,0.0,316.0,0.0
02-01 11:47:19,1.280,0.835,97.885,0.0,0.0,0.0,5738270720.0,320696320.0,7849410560.0,2.56529178624e+11,60.0,0.0,0.0,49152.0,0.0,6.0,2295.0,6290.0,0.940,0.520,0.400,2.0,0.0,171.0,0.0,0.0,14.0,224.0,0.0,315.0,0.0
02-01 11:47:20,1.237,0.778,97.971,0.0,0.0,0.014,5704331264.0,320696320.0,7849443328.0,2.56563085312e+11,60.0,0.0,0.0,249856.0,0.0,30.0,2239.0,6118.0,0.940,0.520,0.400,2.0,0.0,202.0,0.0,0.0,14.0,224.0,0.0,313.0,0.0
02-01 11:47:21,1.583,0.653,97.750,0.0,0.0,0.014,5746946048.0,320696320.0,7849463808.0,2.56520450048e+11,120.0,0.0,0.0,167936.0,0.0,13.0,1371.0,6359.0,0.940,0.520,0.400,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,318.0,0.0
02-01 11:47:22,1.472,0.583,97.903,0.0,0.0,0.042,5710282752.0,320696320.0,7849533440.0,2.56557043712e+11,60.0,0.0,0.0,114688.0,0.0,9.0,1792.0,5740.0,0.940,0.520,0.400,2.0,0.0,59.0,0.0,0.0,14.0,224.0,0.0,319.0,0.0
02-01 11:47:23,1.406,0.376,98.219,0.0,0.0,0.0,5743316992.0,320696320.0,7849533440.0,2.56524009472e+11,180.0,0.0,0.0,102400.0,0.0,9.0,1196.0,5413.0,0.870,0.510,0.400,2.0,0.0,2.0,0.0,0.0,14.0,226.0,0.0,321.0,0.0
02-01 11:47:24,1.432,0.779,97.747,0.0,0.0,0.042,5717606400.0,320696320.0,7849607168.0,2.56549646336e+11,60.0,0.0,0.0,196608.0,0.0,19.0,2019.0,6434.0,0.870,0.510,0.400,2.0,0.0,91.0,0.0,0.0,14.0,224.0,0.0,325.0,0.0
02-01 11:47:25,1.473,0.486,98.013,0.0,0.0,0.028,5743828992.0,320696320.0,7849615360.0,2.56523415552e+11,120.0,0.0,0.0,139264.0,0.0,10.0,1283.0,5380.0,0.870,0.510,0.400,2.0,0.0,1.0,0.0,0.0,14.0,226.0,0.0,324.0,0.0
02-01 11:47:26,1.170,1.031,97.758,0.0,0.0,0.042,5700169728.0,320696320.0,7849689088.0,2.56567001088e+11,120.0,0.0,0.0,155648.0,0.0,17.0,3103.0,7971.0,0.870,0.510,0.400,2.0,0.0,241.0,0.0,0.0,14.0,224.0,0.0,330.0,0.0
02-01 11:47:27,1.307,0.515,98.178,0.0,0.0,0.0,5745811456.0,320696320.0,7849705472.0,2.56521342976e+11,120.0,0.0,0.0,802816.0,0.0,31.0,976.0,4295.0,0.870,0.510,0.400,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,325.0,0.0
02-01 11:47:28,1.308,0.515,98.135,0.0,0.0,0.042,5697974272.0,320696320.0,7849779200.0,2.56569106432e+11,300.0,0.0,0.0,0.0,0.0,0.0,1806.0,6396.0,0.880,0.520,0.400,2.0,0.0,57.0,0.0,0.0,14.0,224.0,0.0,329.0,0.0
02-01 11:47:29,1.651,0.597,97.752,0.0,0.0,0.0,5744791552.0,320696320.0,7849791488.0,2.56522276864e+11,120.0,0.0,0.0,0.0,0.0,0.0,1192.0,5882.0,0.880,0.520,0.400,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,333.0,0.0
02-01 11:47:30,1.392,0.557,98.009,0.0,0.0,0.042,5705678848.0,320696320.0,7849865216.0,2.5656131584e+11,60.0,0.0,0.0,40960.0,0.0,4.0,1910.0,5953.0,0.880,0.520,0.400,2.0,0.0,86.0,0.0,0.0,14.0,224.0,0.0,334.0,0.0
02-01 11:47:31,1.651,0.624,97.697,0.0,0.0,0.028,5746864128.0,320696320.0,7849881600.0,2.56520114176e+11,60.0,0.0,0.0,0.0,0.0,0.0,1195.0,6142.0,0.880,0.520,0.400,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,340.0,0.0
02-01 11:47:32,1.320,0.764,97.916,0.0,0.0,0.0,5706104832.0,320696320.0,7849955328.0,2.56560799744e+11,60.0,0.0,0.0,0.0,0.0,0.0,2092.0,6282.0,0.880,0.520,0.400,2.0,0.0,163.0,0.0,0.0,14.0,224.0,0.0,340.0,0.0
02-01 11:47:33,1.430,0.528,98.028,0.0,0.0,0.014,5747212288.0,320696320.0,7849959424.0,2.56519688192e+11,120.0,0.0,0.0,49152.0,0.0,6.0,1200.0,5076.0,0.970,0.550,0.410,2.0,0.0,4.0,0.0,0.0,14.0,224.0,0.0,339.0,0.0
02-01 11:47:34,1.445,0.778,97.763,0.0,0.0,0.014,5743443968.0,320696320.0,7849988096.0,2.5652342784e+11,120.0,0.0,0.0,0.0,0.0,0.0,1856.0,5760.0,0.970,0.550,0.410,2.0,0.0,108.0,0.0,0.0,14.0,224.0,0.0,338.0,0.0
02-01 11:47:35,1.224,0.640,98.122,0.0,0.0,0.014,5719461888.0,320696320.0,7850012672.0,2.56547385344e+11,60.0,0.0,0.0,118784.0,0.0,14.0,1928.0,5455.0,0.970,0.550,0.410,2.0,0.0,136.0,0.0,0.0,14.0,224.0,0.0,333.0,0.0
02-01 11:47:36,1.530,0.570,97.871,0.0,0.0,0.028,5694795776.0,320696320.0,7850045440.0,2.56572018688e+11,60.0,0.0,0.0,311296.0,0.0,14.0,1812.0,6813.0,0.970,0.550,0.410,2.0,0.0,99.0,0.0,0.0,14.0,224.0,0.0,337.0,0.0
02-01 11:47:37,1.374,0.625,98.001,0.0,0.0,0.0,5746614272.0,320696320.0,7850061824.0,2.56520183808e+11,328.0,0.0,0.0,102400.0,0.0,14.0,1461.0,4318.0,0.970,0.550,0.410,4.0,0.0,21.0,0.0,0.0,14.0,225.0,0.0,338.0,0.0
02-01 11:47:38,1.211,0.626,98.136,0.0,0.0,0.028,5714165760.0,320696320.0,7850110976.0,2.56552583168e+11,120.0,0.0,0.0,94208.0,0.0,10.0,1945.0,5813.0,0.970,0.560,0.410,2.0,0.0,142.0,0.0,0.0,14.0,224.0,0.0,338.0,0.0
02-01 11:47:39,1.375,0.861,97.737,0.0,0.0,0.028,5701738496.0,320696320.0,7850139648.0,2.5656498176e+11,60.0,0.0,0.0,73728.0,0.0,8.0,1744.0,6612.0,0.970,0.560,0.410,2.0,0.0,103.0,0.0,0.0,14.0,224.0,0.0,344.0,0.0
02-01 11:47:40,1.418,0.473,98.095,0.014,0.0,0.0,5691416576.0,320696320.0,7850156032.0,2.56575287296e+11,360.0,0.0,0.0,118784.0,0.0,16.0,1345.0,5130.0,0.970,0.560,0.410,3.0,0.0,53.0,0.0,0.0,14.0,224.0,0.0,339.0,0.0
02-01 11:47:41,1.200,0.614,98.187,0.0,0.0,0.0,5743915008.0,320696320.0,7850164224.0,2.56522780672e+11,484.0,94.0,0.0,155648.0,0.0,24.0,1664.0,5719.0,0.970,0.560,0.410,2.0,0.0,86.0,0.0,0.0,14.0,225.0,0.0,334.0,0.0
02-01 11:47:42,1.375,0.667,97.931,0.0,0.0,0.028,5702770688.0,320696320.0,7850209280.0,2.56563879936e+11,300.0,0.0,0.0,73728.0,0.0,6.0,1961.0,5882.0,0.970,0.560,0.410,2.0,0.0,118.0,0.0,0.0,14.0,224.0,0.0,339.0,0.0
02-01 11:47:43,1.361,0.694,97.931,0.0,0.0,0.014,5693411328.0,320696320.0,7850258432.0,2.56573190144e+11,574.0,0.0,0.0,90112.0,0.0,14.0,1589.0,5870.0,0.970,0.560,0.420,3.0,0.0,81.0,0.0,0.0,14.0,224.0,0.0,337.0,0.0
02-01 11:47:44,1.087,1.017,97.868,0.0,0.0,0.028,5735927808.0,320696320.0,7850278912.0,2.56530653184e+11,300.0,0.0,0.0,102400.0,0.0,14.0,2941.0,6738.0,0.970,0.560,0.420,2.0,0.0,257.0,0.0,0.0,14.0,224.0,0.0,336.0,0.0
02-01 11:47:45,1.138,1.013,97.793,0.0,0.0,0.056,5707698176.0,320696320.0,7850307584.0,2.56558854144e+11,180.0,0.0,0.0,126976.0,0.0,11.0,2587.0,6264.0,0.970,0.560,0.420,2.0,0.0,200.0,0.0,0.0,14.0,224.0,0.0,334.0,0.0
02-01 11:47:46,1.612,0.528,97.860,0.0,0.0,0.0,5751361536.0,320696320.0,7850315776.0,2.56515182592e+11,240.0,42.0,0.0,811008.0,0.0,31.0,1148.0,5685.0,0.970,0.560,0.420,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,331.0,0.0
02-01 11:47:47,1.405,0.515,98.052,0.0,0.0,0.028,5704982528.0,320696320.0,7850397696.0,2.5656147968e+11,300.0,0.0,0.0,45056.0,0.0,6.0,1647.0,5879.0,0.970,0.560,0.420,2.0,0.0,57.0,0.0,0.0,14.0,224.0,0.0,340.0,0.0
02-01 11:47:48,1.445,0.459,98.083,0.0,0.0,0.014,5744947200.0,320696320.0,7850409984.0,2.5652150272e+11,60.0,0.0,0.0,0.0,0.0,0.0,1202.0,4926.0,0.970,0.560,0.420,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,339.0,0.0
02-01 11:47:49,1.529,0.667,97.734,0.0,0.0,0.070,5710151680.0,320696320.0,7850475520.0,2.56556232704e+11,120.0,0.0,0.0,28672.0,0.0,4.0,1954.0,6769.0,0.890,0.550,0.410,2.0,0.0,88.0,0.0,0.0,14.0,224.0,0.0,341.0,0.0
02-01 11:47:50,1.445,0.528,98.014,0.0,0.0,0.014,5748445184.0,320696320.0,7850483712.0,2.56517931008e+11,120.0,0.0,0.0,0.0,0.0,0.0,1221.0,5124.0,0.890,0.550,0.410,2.0,0.0,3.0,0.0,0.0,14.0,226.0,0.0,344.0,0.0
02-01 11:47:51,1.376,0.875,97.665,0.0,0.0,0.083,5709008896.0,320696320.0,7850573824.0,2.56557277184e+11,240.0,0.0,0.0,1044480.0,0.0,3.0,2991.0,7329.0,0.890,0.550,0.410,2.0,0.0,190.0,0.0,0.0,14.0,224.0,0.0,344.0,0.0
02-01 11:47:52,1.390,0.487,98.123,0.0,0.0,0.0,5694984192.0,320696320.0,7850586112.0,2.565712896e+11,240.0,0.0,0.0,0.0,0.0,0.0,1350.0,5335.0,0.890,0.550,0.410,2.0,0.0,50.0,0.0,0.0,14.0,224.0,0.0,345.0,0.0
02-01 11:47:53,1.238,0.570,98.164,0.0,0.0,0.028,5751070720.0,320696320.0,7850610688.0,2.56515178496e+11,60.0,0.0,0.0,0.0,0.0,0.0,1497.0,4462.0,0.890,0.550,0.410,2.0,0.0,59.0,0.0,0.0,14.0,225.0,0.0,343.0,0.0
02-01 11:47:54,1.349,0.765,97.872,0.0,0.0,0.014,5723500544.0,320696320.0,7850631168.0,2.56542728192e+11,180.0,0.0,0.0,172032.0,0.0,21.0,2289.0,6650.0,0.900,0.560,0.420,2.0,0.0,137.0,0.0,0.0,14.0,224.0,0.0,340.0,0.0
02-01 11:47:55,1.457,0.666,97.876,0.0,0.0,0.0,5701255168.0,320696320.0,7850672128.0,2.56564932608e+11,60.0,0.0,0.0,73728.0,0.0,8.0,1774.0,5721.0,0.900,0.560,0.420,2.0,0.0,85.0,0.0,0.0,14.0,224.0,0.0,346.0,0.0
02-01 11:47:56,1.650,0.721,97.615,0.0,0.0,0.014,5754040320.0,320696320.0,7850688512.0,2.56512131072e+11,60.0,0.0,0.0,131072.0,0.0,16.0,1819.0,5800.0,0.900,0.560,0.420,2.0,0.0,36.0,0.0,0.0,14.0,225.0,0.0,347.0,0.0
02-01 11:47:57,1.252,0.695,98.039,0.0,0.0,0.014,5725593600.0,320696320.0,7850729472.0,2.56540536832e+11,60.0,0.0,0.0,98304.0,0.0,10.0,2350.0,5832.0,0.900,0.560,0.420,2.0,0.0,147.0,0.0,0.0,14.0,224.0,0.0,341.0,0.0
02-01 11:47:58,1.057,0.876,98.052,0.0,0.0,0.014,5700927488.0,320696320.0,7850762240.0,2.56565170176e+11,120.0,0.0,0.0,98304.0,0.0,10.0,2471.0,6186.0,0.910,0.570,0.420,2.0,0.0,235.0,0.0,0.0,14.0,224.0,0.0,343.0,0.0
02-01 11:47:59,1.405,0.598,97.969,0.0,0.0,0.028,5752233984.0,320696320.0,7850774528.0,2.56513851392e+11,60.0,0.0,0.0,430080.0,0.0,24.0,1411.0,5420.0,0.910,0.570,0.420,2.0,0.0,29.0,0.0,0.0,14.0,226.0,0.0,340.0,0.0
02-01 11:48:00,1.128,0.780,98.065,0.0,0.0,0.028,5722853376.0,320696320.0,7850815488.0,2.5654319104e+11,394.0,0.0,0.0,212992.0,0.0,30.0,2808.0,6130.0,0.910,0.570,0.420,2.0,0.0,201.0,0.0,0.0,14.0,224.0,0.0,335.0,0.0
02-01 11:48:01,1.695,0.528,97.736,0.0,0.0,0.042,5753208832.0,320696320.0,7850852352.0,2.5651279872e+11,0.0,0.0,0.0,135168.0,0.0,14.0,1410.0,6801.0,0.910,0.570,0.420,2.0,0.0,2.0,0.0,0.0,14.0,226.0,0.0,344.0,0.0
02-01 11:48:02,1.295,0.474,98.217,0.0,0.0,0.014,5731475456.0,320696320.0,7850901504.0,2.56534482944e+11,60.0,0.0,0.0,118784.0,0.0,10.0,1662.0,4930.0,0.910,0.570,0.420,2.0,0.0,60.0,0.0,0.0,14.0,224.0,0.0,341.0,0.0
02-01 11:48:03,1.544,0.334,98.081,0.0,0.0,0.042,5747826688.0,320696320.0,7850930176.0,2.5651810304e+11,60.0,0.0,0.0,106496.0,0.0,10.0,1337.0,5690.0,1.0,0.590,0.430,2.0,0.0,1.0,0.0,0.0,14.0,226.0,0.0,345.0,0.0
02-01 11:48:04,1.420,0.724,97.842,0.0,0.0,0.014,5737529344.0,320696320.0,7850983424.0,2.56528347136e+11,60.0,0.0,0.0,155648.0,0.0,16.0,1765.0,6263.0,1.0,0.590,0.430,2.0,0.0,91.0,0.0,0.0,14.0,224.0,0.0,346.0,0.0
02-01 11:48:05,1.558,0.362,98.067,0.0,0.0,0.014,5750452224.0,320696320.0,7851032576.0,2.56515375104e+11,60.0,0.0,0.0,106496.0,0.0,10.0,1429.0,5910.0,1.0,0.590,0.430,2.0,0.0,1.0,0.0,0.0,14.0,226.0,0.0,350.0,0.0
02-01 11:48:06,1.351,0.696,97.939,0.0,0.0,0.014,5729722368.0,320696320.0,7851077632.0,2.56536059904e+11,60.0,0.0,0.0,163840.0,0.0,10.0,2033.0,6387.0,1.0,0.590,0.430,2.0,0.0,159.0,0.0,0.0,14.0,224.0,0.0,344.0,0.0
02-01 11:48:07,1.211,0.585,98.204,0.0,0.0,0.0,5707264000.0,320696320.0,7851102208.0,2.56558493696e+11,120.0,0.0,0.0,94208.0,0.0,8.0,1471.0,5567.0,1.0,0.590,0.430,2.0,0.0,103.0,0.0,0.0,14.0,224.0,0.0,345.0,0.0
02-01 11:48:08,1.320,0.625,98.041,0.014,0.0,0.0,5699350528.0,320696320.0,7851118592.0,2.56566390784e+11,60.0,0.0,0.0,143360.0,0.0,20.0,1531.0,5234.0,1.0,0.590,0.430,2.0,0.0,100.0,0.0,0.0,14.0,224.0,0.0,346.0,0.0
02-01 11:48:09,1.514,0.639,97.834,0.0,0.0,0.014,5750865920.0,320696320.0,7851134976.0,2.56514859008e+11,60.0,0.0,0.0,770048.0,0.0,33.0,1670.0,5814.0,0.920,0.580,0.430,2.0,0.0,27.0,0.0,0.0,14.0,226.0,0.0,339.0,0.0
02-01 11:48:10,1.196,0.654,98.122,0.0,0.0,0.028,5729636352.0,320696320.0,7851167744.0,2.56536055808e+11,60.0,0.0,0.0,0.0,0.0,0.0,2046.0,5163.0,0.920,0.580,0.430,2.0,0.0,105.0,0.0,0.0,14.0,224.0,0.0,340.0,0.0
02-01 11:48:11,1.377,0.806,97.789,0.0,0.0,0.028,5710581760.0,320696320.0,7851184128.0,2.56555094016e+11,60.0,0.0,0.0,344064.0,0.0,28.0,2331.0,6320.0,0.920,0.580,0.430,2.0,0.0,137.0,0.0,0.0,14.0,224.0,0.0,338.0,0.0
02-01 11:48:12,1.457,0.638,97.892,0.0,0.0,0.014,5755240448.0,320696320.0,7851204608.0,2.56510414848e+11,60.0,0.0,0.0,0.0,0.0,0.0,1349.0,5204.0,0.920,0.580,0.430,2.0,0.0,4.0,0.0,0.0,14.0,224.0,0.0,338.0,0.0
02-01 11:48:13,1.292,0.695,98.013,0.0,0.0,0.0,5751455744.0,320696320.0,7851249664.0,2.56514154496e+11,60.0,0.0,0.0,0.0,0.0,0.0,1656.0,4767.0,0.920,0.580,0.430,2.0,0.0,118.0,0.0,0.0,14.0,224.0,0.0,335.0,0.0
02-01 11:48:14,1.501,0.792,97.692,0.0,0.0,0.014,5714702336.0,320696320.0,7851294720.0,2.56550862848e+11,60.0,0.0,0.0,151552.0,0.0,16.0,2067.0,6999.0,0.930,0.590,0.430,2.0,0.0,156.0,0.0,0.0,14.0,224.0,0.0,336.0,0.0
02-01 11:48:15,1.484,0.555,97.948,0.0,0.0,0.014,5758091264.0,320696320.0,7851307008.0,2.56507461632e+11,60.0,0.0,0.0,110592.0,0.0,14.0,1357.0,4912.0,0.930,0.590,0.430,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,333.0,0.0
02-01 11:48:16,1.431,0.820,97.736,0.0,0.0,0.014,5735256064.0,320696320.0,7851360256.0,2.56530243584e+11,60.0,0.0,0.0,73728.0,0.0,6.0,1848.0,6062.0,0.930,0.590,0.430,2.0,0.0,118.0,0.0,0.0,14.0,224.0,0.0,334.0,0.0
02-01 11:48:17,1.223,0.751,97.984,0.0,0.0,0.042,5703307264.0,320696320.0,7851380736.0,2.56562171904e+11,60.0,0.0,0.0,106496.0,0.0,12.0,2369.0,5977.0,0.930,0.590,0.430,2.0,0.0,140.0,0.0,0.0,14.0,224.0,0.0,334.0,0.0
02-01 11:48:18,1.389,0.500,98.055,0.0,0.0,0.056,5753700352.0,320696320.0,7851401216.0,2.56511758336e+11,60.0,0.0,0.0,557056.0,0.0,26.0,1278.0,4251.0,0.930,0.590,0.430,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,328.0,0.0
02-01 11:48:19,1.283,0.614,98.103,0.0,0.0,0.0,5736280064.0,320696320.0,7851442176.0,2.56529137664e+11,60.0,0.0,0.0,0.0,0.0,0.0,1841.0,5981.0,0.930,0.600,0.430,2.0,0.0,105.0,0.0,0.0,14.0,224.0,0.0,331.0,0.0
02-01 11:48:20,1.237,0.612,98.123,0.0,0.0,0.028,5713469440.0,320696320.0,7851466752.0,2.56551923712e+11,60.0,0.0,0.0,45056.0,0.0,4.0,2042.0,5177.0,0.930,0.600,0.430,2.0,0.0,133.0,0.0,0.0,14.0,224.0,0.0,329.0,0.0
02-01 11:48:21,1.612,0.584,97.804,0.0,0.0,0.0,5754839040.0,320696320.0,7851474944.0,2.5651054592e+11,60.0,0.0,0.0,20480.0,0.0,1.0,1299.0,6135.0,0.930,0.600,0.430,2.0,0.0,4.0,0.0,0.0,14.0,226.0,0.0,328.0,0.0
02-01 11:48:22,1.251,0.723,98.027,0.0,0.0,0.0,5747982336.0,320696320.0,7851528192.0,2.56517349376e+11,60.0,0.0,0.0,69632.0,0.0,7.0,1835.0,4983.0,0.930,0.600,0.430,2.0,0.0,119.0,0.0,0.0,14.0,224.0,0.0,322.0,0.0
02-01 11:48:23,1.416,0.639,97.917,0.0,0.0,0.028,5712134144.0,320696320.0,7851569152.0,2.56553156608e+11,60.0,0.0,0.0,98304.0,0.0,10.0,2199.0,5845.0,0.930,0.600,0.430,2.0,0.0,140.0,0.0,0.0,14.0,224.0,0.0,320.0,0.0
02-01 11:48:24,1.720,0.638,97.642,0.0,0.0,0.0,5754748928.0,320696320.0,7851577344.0,2.56510533632e+11,60.0,0.0,0.0,303104.0,0.0,16.0,1297.0,5799.0,0.940,0.600,0.440,2.0,0.0,6.0,0.0,0.0,14.0,226.0,0.0,319.0,0.0
02-01 11:48:25,1.224,0.668,98.108,0.0,0.0,0.0,5750112256.0,320696320.0,7851618304.0,2.56515129344e+11,60.0,0.0,0.0,0.0,0.0,0.0,2038.0,5045.0,0.940,0.600,0.440,2.0,0.0,105.0,0.0,0.0,14.0,224.0,0.0,313.0,0.0
02-01 11:48:26,1.444,0.764,97.764,0.014,0.0,0.014,5717893120.0,320696320.0,7851642880.0,2.56547323904e+11,60.0,0.0,0.0,917504.0,0.0,12.0,2103.0,6411.0,0.940,0.600,0.440,2.0,0.0,134.0,0.0,0.0,14.0,224.0,0.0,310.0,0.0
02-01 11:48:27,1.460,0.445,98.095,0.0,0.0,0.0,5757566976.0,320696320.0,7851671552.0,2.56507621376e+11,60.0,0.0,0.0,0.0,0.0,0.0,1325.0,5155.0,0.940,0.600,0.440,2.0,0.0,3.0,0.0,0.0,14.0,224.0,0.0,315.0,0.0
02-01 11:48:28,1.292,0.709,97.999,0.0,0.0,0.0,5754462208.0,320696320.0,7851708416.0,2.5651068928e+11,60.0,0.0,0.0,0.0,0.0,0.0,1525.0,4746.0,0.940,0.600,0.440,2.0,0.0,118.0,0.0,0.0,14.0,224.0,0.0,303.0,0.0
02-01 11:48:29,1.402,0.889,97.667,0.0,0.0,0.042,5719576576.0,320696320.0,7851761664.0,2.56545521664e+11,60.0,0.0,0.0,163840.0,0.0,19.0,2152.0,7135.0,1.020,0.630,0.450,2.0,0.0,150.0,0.0,0.0,14.0,224.0,0.0,305.0,0.0
02-01 11:48:30,1.417,0.597,97.972,0.0,0.0,0.014,5706014720.0,320696320.0,7851794432.0,2.56559050752e+11,60.0,0.0,0.0,110592.0,0.0,13.0,1881.0,5708.0,1.020,0.630,0.450,2.0,0.0,120.0,0.0,0.0,14.0,224.0,0.0,302.0,0.0
02-01 11:48:31,1.514,0.695,97.791,0.0,0.0,0.0,5758283776.0,320700416.0,7851806720.0,2.56506765312e+11,60.0,0.0,0.0,557056.0,0.0,31.0,1585.0,5911.0,1.020,0.630,0.450,2.0,0.0,65.0,0.0,0.0,14.0,226.0,0.0,297.0,0.0
02-01 11:48:32,1.072,0.877,98.038,0.0,0.0,0.014,5715656704.0,320700416.0,7851843584.0,2.5654935552e+11,60.0,0.0,0.0,159744.0,0.0,13.0,2577.0,6351.0,1.020,0.630,0.450,2.0,0.0,247.0,0.0,0.0,14.0,224.0,0.0,293.0,0.0
02-01 11:48:33,1.418,0.459,98.124,0.0,0.0,0.0,5756731392.0,320700416.0,7851864064.0,2.56508260352e+11,60.0,0.0,0.0,0.0,0.0,0.0,1224.0,5107.0,1.020,0.630,0.450,2.0,0.0,4.0,0.0,0.0,14.0,224.0,0.0,293.0,0.0
02-01 11:48:34,1.459,0.875,97.638,0.0,0.0,0.028,5740498944.0,320700416.0,7851900928.0,2.56524455936e+11,60.0,0.0,0.0,180224.0,0.0,19.0,2712.0,6438.0,1.260,0.680,0.460,2.0,0.0,204.0,0.0,0.0,14.0,224.0,0.0,293.0,0.0
02-01 11:48:35,1.557,0.362,98.053,0.0,0.0,0.028,5757530112.0,320700416.0,7851954176.0,2.5650737152e+11,60.0,0.0,0.0,106496.0,0.0,9.0,1423.0,5971.0,1.260,0.680,0.460,2.0,0.0,1.0,0.0,0.0,14.0,226.0,0.0,301.0,0.0
